Street,City,County,State,Zipcode,Price,WalkScore,Bike_Score,Beds,Bath,Sqft,Property_Type,Year_Built,Status
264 mather st,Oakland,Alameda-County,Ca,94611,1585000.0,95,66.0,4.0,3.0,2090.0,Single family residential,1926.0,Active
17069 president dr,Castro valley,Alameda-County,Ca,94546,699000.0,31,9.0,3.0,2.0,1770.0,Single family home,1968.0,Active
1058 victoria ave,San leandro,Alameda-County,Ca,94577,649000.0,74,63.0,2.0,1.0,846.0,Single family residential,1953.0,Active
7455 sheridan rd,Sunol,Alameda-County,Ca,94586,2000000.0,0,1.0,4.0,2.0,2791.0,Single family residential,1966.0,Active
4628 fieldbrook rd,Oakland,Alameda-County,Ca,94619,1150000.0,69,32.0,4.0,3.0,1943.0,Single family residential,1948.0,Active
1024 curtis st,Albany,Alameda-County,Ca,94706,995000.0,86,86.0,2.0,1.0,1133.0,Single family residential,1925.0,Active
2039 103rd ave,Oakland,Alameda-County,Ca,94603,425000.0,68,72.0,3.0,2.0,1406.0,Single family residential,1947.0,Active
69 roble rd,Oakland,Alameda-County,Ca,94618,1495000.0,60,53.0,2.0,2.0,2161.0,Single family residential,1993.0,Active
22 woodside glen ct,Oakland,Alameda-County,Ca,94602,1489000.0,43,22.0,4.0,2.5,2841.0,Single family residential,2006.0,Active
3459 hazel ln,Alameda,Alameda-County,Ca,94502,790000.0,41,52.0,2.0,2.0,1247.0,Townhouse,1973.0,Active
3914 coolidge,Oakland,Alameda-County,Ca,94602,773000.0,61,47.0,2.0,1.0,1034.0,Single family residential,1926.0,Active
12 regulus ct,Alameda,Alameda-County,Ca,94501,895000.0,69,81.0,2.0,2.0,1443.0,Condo,1988.0,Active
3112 ellis st unit a,Berkeley,Alameda-County,Ca,94703,995000.0,93,99.0,3.0,1.5,1272.0,Single family residential,2002.0,Active
1196 kains ave,Berkeley,Alameda-County,Ca,94706,898000.0,93,99.0,2.0,1.0,860.0,Single family residential,1908.0,Active
1457 trimingham dr,Pleasanton,Alameda-County,Ca,94566,1275000.0,79,73.0,3.0,2.5,1731.0,Single family residential,1986.0,Price change
17373 robey dr,Castro valley,Alameda-County,Ca,94546,949000.0,15,13.0,3.0,2.5,2276.0,Single family residential,1989.0,Active
4300 adeline st,Emeryville,Alameda-County,Ca,94608,1298000.0,92,97.0,4.0,3.0,1923.0,Single family residential,1939.0,Active
2700 madeline st,Oakland,Alameda-County,Ca,94602,909090.0,79,48.0,2.0,1.0,1031.0,Single family residential,1924.0,Active
2285 star ave,Castro valley,Alameda-County,Ca,94546,799000.0,73,82.0,2.0,2.0,1260.0,Single family residential,1947.0,Active
3425 brunell dr,Oakland,Alameda-County,Ca,94602,1629000.0,12,11.0,4.0,2.5,2868.0,Single family residential,1986.0,Active
2854 shasta rd,Berkeley,Alameda-County,Ca,94708,1498000.0,27,32.0,3.0,3.0,1593.0,Single family residential,1941.0,Active
2667 acorn st,Castro valley,Alameda-County,Ca,94546,1179000.0,30,13.0,3.0,3.0,1744.0,Single family residential,1950.0,Active
4257 knoll ave,Oakland,Alameda-County,Ca,94619,1395000.0,33,21.0,3.0,3.0,1798.0,Single family residential,1943.0,Active
555 pierce st #1424,Albany,Alameda-County,Ca,94706,389000.0,69,66.0,1.0,1.0,745.0,Condo,1977.0,Active
1627 83rd ave,Oakland,Alameda-County,Ca,94621,399000.0,73,62.0,3.0,1.0,798.0,Multi-family (2-4 unit),1919.0,Active
6119 acacia ave,Oakland,Alameda-County,Ca,94618,1950000.0,60,53.0,4.0,3.5,3756.0,Single family residential,1935.0,Active
3661 dublin blvd,Dublin,Alameda-County,Ca,94568,799000.0,71,67.0,2.0,2.0,1420.0,Condo,2004.0,Active
2818 derbyline ln,Alameda,Alameda-County,Ca,94501,757014.0,64,76.0,2.0,1.5,1000.0,Condo,2023.0,Active
1021 aquarius way,Oakland,Alameda-County,Ca,94611,1900000.0,30,25.0,4.0,2.5,2391.0,Single family residential,1993.0,Active
7668 surrey ln,Oakland,Alameda-County,Ca,94605,1250000.0,5,6.0,4.0,2.5,2072.0,Single family home,1967.0,Active
2547 la don ct,Castro valley,Alameda-County,Ca,94546,1475000.0,63,22.0,4.0,4.0,2674.0,Single family residential,1952.0,Active
6481 bayview dr,Oakland,Alameda-County,Ca,94605,1095000.0,18,15.0,4.0,3.5,2513.0,Townhouse,2014.0,Active
342 marina blvd,San leandro,Alameda-County,Ca,94577,1500000.0,81,84.0,2.0,1.0,808.0,Single family home,1882.0,Active
544 marlin ct,Hayward,Alameda-County,Ca,94544,798888.0,67,52.0,3.0,2.5,1610.0,Townhouse,1979.0,Active
1903 bonita #3,Berkeley,Alameda-County,Ca,94704,348000.0,98,96.0,1.0,1.0,205.0,Condo,1914.0,Active
43678 skye rd,Fremont,Alameda-County,Ca,94539,2399888.0,5,28.0,5.0,3.0,2907.0,Single family residential,1988.0,Active
576 begier ave,San leandro,Alameda-County,Ca,94577,995000.0,77,73.0,3.0,1.5,1777.0,Single family residential,1936.0,Active
2142 64th ave,Oakland,Alameda-County,Ca,94621,475000.0,72,57.0,2.0,1.0,1044.0,Single family home,1924.0,Active
35447 monterra cir,Union city,Alameda-County,Ca,94587,541632.0,72,53.0,2.0,2.5,1294.0,Townhouse,2001.0,Active
6105 san pablo ave #102,Oakland,Alameda-County,Ca,94608,598000.0,94,83.0,1.0,1.5,965.0,Condo,2018.0,Active
6157 ruthland rd,Oakland,Alameda-County,Ca,94611-1835,1798000.0,21,27.0,4.0,2.5,2458.0,Single family residential,1996.0,Active
1217 burkhart ave,San leandro,Alameda-County,Ca,94579,889000.0,74,58.0,3.0,1.0,1095.0,Single family home,1950.0,Active
311 oak #115,Oakland,Alameda-County,Ca,94607,898800.0,92,89.0,1.0,2.0,2052.0,Condo,2003.0,Active
5617 byington dr,Newark,Alameda-County,Ca,94560,2280000.0,73,50.0,4.0,3.0,3148.0,Single family residential,2001.0,Active
6221 chabot rd,Oakland,Alameda-County,Ca,94618,2395000.0,92,76.0,4.0,3.5,2212.0,Single family residential,1916.0,Active
438 w grand ave #426,Oakland,Alameda-County,Ca,94612,879000.0,99,96.0,2.0,2.5,1471.0,Condo,2008.0,Active
5284 peony dr,Livermore,Alameda-County,Ca,94551,989000.0,27,57.0,3.0,2.0,1306.0,Single family residential,1963.0,Active
2579 walker pl,Livermore,Alameda-County,Ca,94550,1899950.0,16,48.0,5.0,2.0,2300.0,Single family residential,1973.0,Active
832 taylor ave,Alameda,Alameda-County,Ca,94501,1299000.0,90,84.0,7.0,3.0,3000.0,Multi-family (2-4 unit),1878.0,Active
Undisclosed address,Oakland,Alameda-County,Ca,94609,749000.0,93,91.0,4.0,1.0,740.0,Single family residential,1912.0,Active
8010 surrey ln,Oakland,Alameda-County,Ca,94605-4225,1250000.0,15,11.0,4.0,2.0,1800.0,Single family residential,1971.0,Active
786 euclid ave,Berkeley,Alameda-County,Ca,94708,1785000.0,35,34.0,3.0,2.5,2136.0,Single family residential,1970.0,Active
1516 olympus ave,Berkeley,Alameda-County,Ca,94708,1695000.0,22,30.0,4.0,3.0,2682.0,Single family residential,1980.0,Active
1406 via buena vis,San lorenzo,Alameda-County,Ca,94580,849900.0,30,42.0,3.0,1.0,1325.0,Single family residential,1951.0,Active
16500 severn rd,San leandro,Alameda-County,Ca,94578,925000.0,40,13.0,3.0,2.5,1632.0,Single family residential,1965.0,Active
3618 macarthur blvd,Oakland,Alameda-County,Ca,94619,898000.0,90,68.0,4.0,3.0,1769.0,Single family home,1923.0,Active
471 north st,Oakland,Alameda-County,Ca,94609,1025000.0,89,99.0,2.0,1.0,1421.0,Single family residential,1914.0,Active
1045 56th st,Oakland,Alameda-County,Ca,94608,785000.0,91,98.0,2.0,2.0,1275.0,Single family residential,1926.0,Active
1206 grand st,Alameda,Alameda-County,Ca,94501,1495000.0,85,83.0,4.0,2.0,1924.0,Single family residential,1904.0,Active
5301 masonic ave,Oakland,Alameda-County,Ca,94618,899000.0,28,25.0,3.0,1.5,1550.0,Single family residential,1955.0,Active
1114 jason creek pl,Hayward,Alameda-County,Ca,94544,1659000.0,92,61.0,5.0,4.0,3337.0,Single family residential,2023.0,Active
2027 pacific ave,Alameda,Alameda-County,Ca,94501,1399000.0,86,75.0,7.0,4.0,3197.0,Triplex,1892.0,Active
5291 belvedere st,Oakland,Alameda-County,Ca,94601,995000.0,83,48.0,5.0,2.5,2911.0,Single family residential,1930.0,Active
4229 fruitvale ave,Oakland,Alameda-County,Ca,94602,1279000.0,38,23.0,3.0,2.0,1657.0,Single family residential,1948.0,Active
2919 delaware st,Oakland,Alameda-County,Ca,94602,599000.0,85,44.0,4.0,2.5,1828.0,Single family residential,1910.0,Active
43150 calle familia,Fremont,Alameda-County,Ca,94539,2023888.0,53,50.0,4.0,3.5,2327.0,Single family residential,2016.0,Active
598 ginkgo ter,Fremont,Alameda-County,Ca,94539,1748000.0,37,59.0,4.0,3.5,2045.0,Single family residential,2009.0,Active
4547 glenn st,Fremont,Alameda-County,Ca,94536,585000.0,75,56.0,2.0,1.0,964.0,Condo,1972.0,Active
43154 calle familia,Fremont,Alameda-County,Ca,94539,1998888.0,63,53.0,4.0,3.5,2374.0,Single family residential,2017.0,Active
1514 blake st,Berkeley,Alameda-County,Ca,94703,995000.0,83,91.0,3.0,2.0,1308.0,Condo,1925.0,Active
31155 brooklyn,Union city,Alameda-County,Ca,94587,1999000.0,71,56.0,5.0,4.5,3432.0,Single family residential,2022.0,Active
1519 oxford st unit f,Berkeley,Alameda-County,Ca,94709,988000.0,96,87.0,2.0,1.5,1461.0,Co-op,1954.0,Active
6003 bellhaven ave,Newark,Alameda-County,Ca,94560,1399000.0,77,51.0,4.0,2.0,2184.0,Single family residential,1962.0,Price change
5117 fairfax,Oakland,Alameda-County,Ca,94601,828000.0,83,48.0,2.0,1.0,1541.0,Single family residential,1921.0,Active
5514 doyle st #7,Emeryville,Alameda-County,Ca,94608,735000.0,90,96.0,2.0,1.0,1170.0,Condo,1992.0,Active
1038 32nd st,Oakland,Alameda-County,Ca,94608,775000.0,90,99.0,6.0,3.0,1500.0,Single family residential,1892.0,Active
425 e 11th st #4,Oakland,Alameda-County,Ca,94606,748800.0,91,98.0,2.0,2.0,1224.0,Condo,1922.0,Active
1386 e 36th st,Oakland,Alameda-County,Ca,94602,549000.0,77,67.0,1.0,1.0,640.0,Condo,1925.0,Active
3105 la cresta,Alameda,Alameda-County,Ca,94502,799000.0,63,80.0,3.0,2.5,1609.0,Townhouse,1967.0,Active
33104 9th st,Union city,Alameda-County,Ca,94587,1149000.0,43,44.0,4.0,3.0,1556.0,Single family home,2014.0,Active
5610 central pkwy #301,Dublin,Alameda-County,Ca,94568,1278000.0,43,84.0,4.0,2.0,2297.0,Condo,2020.0,Active
1555 32nd st #6,Oakland,Alameda-County,Ca,94608,649000.0,83,97.0,2.0,2.0,1346.0,Condo,2006.0,Active
3321 coventry ct,Fremont,Alameda-County,Ca,94536,1625000.0,51,55.0,3.0,2.5,1664.0,Single family residential,1965.0,Active
4127 lunar way,Union city,Alameda-County,Ca,94587,635000.0,75,58.0,2.0,1.0,856.0,Townhouse,1970.0,Active
819 61st st,Oakland,Alameda-County,Ca,94608,899000.0,91,100.0,3.0,2.0,1408.0,Single family residential,1916.0,Active
840 route blvd,Albany,Alameda-County,Ca,94706-1717,1290000.0,95,98.0,5.0,2.0,1978.0,Multi-family (2-4 unit),1925.0,Active
1215 kirkwood meadows dr #215,Kirkwood,Alpine-County,Ca,95646,825000.0,21,7.0,2.0,2.0,1412.0,Condo,2000.0,Active
1399 kirkwood meadows dr #210,Kirkwood,Alpine-County,Ca,95646,9850.0,21,11.0,0.0,1.0,436.0,Condo,1999.0,Active
414 avalanche rd #421,Bear valley,Alpine-County,Ca,95223,1895000.0,1,0.0,4.0,3.0,3420.0,Single family residential,2001.0,Active
225 bear valley rd. #15,Bear valley,Alpine-County,Ca,95223,399000.0,22,30.0,3.0,2.0,1300.0,Condo,1975.0,Active
1399 kirkwood meadows dr unit 326/8,Kirkwood,Alpine-County,Ca,95646,58000.0,21,11.0,1.0,3.0,1192.0,Condo,1999.0,Active
1050 kirkwood meadows dr unit 5ivb,Kirkwood,Alpine-County,Ca,95646,59500.0,8,2.0,2.0,3.0,1403.0,Condo,2002.0,Active
1399 kirkwood meadows iii dr unit 205/7,Kirkwood,Alpine-County,Ca,95646,36800.0,21,7.0,1.0,2.0,776.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit iva,Kirkwood,Alpine-County,Ca,95646,28800.0,21,11.0,1.0,2.0,776.0,Condo,1999.0,Active
1399 kirkwood meadows i dr unit 314-6,Kirkwood,Alpine-County,Ca,95646,75000.0,21,11.0,1.0,3.0,1192.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit 208 i,Kirkwood,Alpine-County,Ca,95646,35000.0,21,11.0,1.0,2.0,776.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit 2102a,Kirkwood,Alpine-County,Ca,95646,9995.0,21,11.0,0.0,1.0,436.0,Condo,1999.0,Active
1399 kirkwood meadows iiia dr #325,Kirkwood,Alpine-County,Ca,95646,18500.0,21,11.0,1.0,2.0,660.0,Condo,1999.0,Active
160 laramie st,Markleeville,Alpine-County,Ca,96120,459000.0,28,7.0,3.0,2.0,1825.0,Single family residence,1965.0,Active
1050 kirkwood meadows dr unit 5-1,Kirkwood,Alpine-County,Ca,95646,109900.0,18,9.0,2.0,3.0,1403.0,Condo,2002.0,Active
1399 kirkwood meadows dr unit 225ii,Kirkwood,Alpine-County,Ca,95646,17000.0,21,11.0,0.0,1.0,436.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit iv,Kirkwood,Alpine-County,Ca,95646,29900.0,21,11.0,0.0,2.0,660.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit 3114a,Kirkwood,Alpine-County,Ca,95646,18000.0,21,11.0,0.0,2.0,660.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit ia,Kirkwood,Alpine-County,Ca,95646,11000.0,21,11.0,0.0,1.0,436.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit ib,Kirkwood,Alpine-County,Ca,95646,12000.0,21,11.0,0.0,1.0,436.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit 209ia,Kirkwood,Alpine-County,Ca,95646,29900.0,21,11.0,1.0,2.0,776.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit 1a,Kirkwood,Alpine-County,Ca,95646,12000.0,21,11.0,0.0,1.0,436.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit ivb,Kirkwood,Alpine-County,Ca,95646,25000.0,21,11.0,0.0,2.0,660.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit iia,Kirkwood,Alpine-County,Ca,95646,25000.0,21,11.0,0.0,2.0,660.0,Condo,1999.0,Active
650 raymond view rd,Markleeville,Alpine-County,Ca,96120,875000.0,0,7.0,3.0,2.5,2333.0,Single family residence,2006.0,Active
1399 kirkwood meadows dr unit iiia,Kirkwood,Alpine-County,Ca,95646,23000.0,21,11.0,0.0,2.0,660.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit iib,Kirkwood,Alpine-County,Ca,95646,23000.0,21,11.0,0.0,2.0,660.0,Condo,1999.0,Active
1399 kirkwood meadows i dr unit 320-2,Kirkwood,Alpine-County,Ca,95646,44500.0,21,11.0,1.0,3.0,984.0,Condo,1999.0,Active
1399 kirkwood meadows iv dr unit 220-2,Kirkwood,Alpine-County,Ca,95646,45000.0,21,11.0,1.0,2.0,776.0,Condo,1999.0,Active
145 laramie st,Markleeville,Alpine-County,Ca,96120,1150000.0,25,8.0,4.0,3.5,2689.0,"Residential, single family",1984.0,Active
11 la palma dr,Oroville,Butte-County,Ca,95965,329000.0,30,34.0,3.0,1.0,1725.0,Single family residence,1951.0,Active
6368 lincoln blvd #59,Oroville,Butte-County,Ca,95966,58000.0,1,26.0,2.0,2.0,1344.0,Mobile/manufactured home,1978.0,Active
14558 asheville dr,Magalia,Butte-County,Ca,95954,100000.0,0,6.0,2.0,2.0,1438.0,Manufactured on land,1982.0,Active
2193 stanley dr,Oroville,Butte-County,Ca,95966,300000.0,0,25.0,3.0,2.0,1596.0,Manufactured on land,2004.0,Active
1141 california st,Gridley,Butte-County,Ca,95948,510000.0,35,43.0,4.0,2.0,2129.0,Single family residential,1974.0,Active
5469 pentz rd,Paradise,Butte-County,Ca,95969,529900.0,11,25.0,3.0,2.0,1985.0,Single family residence,2023.0,Active
22 herlax cir,Chico,Butte-County,Ca,95926,429000.0,16,59.0,3.0,2.0,1550.0,Single family residence,2004.0,Active
52 bob way,Oroville,Butte-County,Ca,95965,200000.0,2,25.0,3.0,2.0,1344.0,Manufactured on land,1986.0,Active
12141 state highway 70,Oroville,Butte-County,Ca,95965,225000.0,2,1.0,2.0,2.0,720.0,Manufactured on land,2020.0,Active
204 w lassen ave,Chico,Butte-County,Ca,95973,225000.0,61,68.0,2.0,1.0,1440.0,Manufactured on land,1975.0,Active
2290 fort wayne st,Oroville,Butte-County,Ca,95966,145000.0,60,57.0,1.0,1.0,646.0,Single family residence,1952.0,Active
74 gopher rd,Oroville,Butte-County,Ca,95966,340000.0,3,24.0,3.0,2.0,1568.0,Manufactured on land,1988.0,Active
19 short ave,Oroville,Butte-County,Ca,95966,495000.0,5,4.0,3.0,2.5,2274.0,Single family residence,1999.0,Active
2433 oro quincy hwy,Oroville,Butte-County,Ca,95966,265000.0,16,10.0,2.0,1.0,1008.0,Single family residence,1947.0,Active
3136 4th st,Biggs,Butte-County,Ca,95917,295000.0,22,37.0,4.0,2.0,1331.0,Single family residence,1975.0,Active
381 paradox dr,Gridley,Butte-County,Ca,95948,365000.0,10,32.0,5.0,2.0,1494.0,Single family residential,2001.0,Active
5897 crestview dr,Paradise,Butte-County,Ca,95969,399000.0,7,28.0,3.0,2.0,1400.0,Single family residence,2020.0,Active
7580 humboldt rd,Butte meadows,Butte-County,Ca,95942,199000.0,0,23.0,3.0,2.0,1560.0,Manufactured on land,1994.0,Active
1464 vallombrosa ave,Chico,Butte-County,Ca,95926,759000.0,25,75.0,3.0,3.5,2036.0,Single family residence,1946.0,Active
6565 oakland dr,Magalia,Butte-County,Ca,95954,159000.0,13,7.0,2.0,2.0,1344.0,Manufactured on land,1977.0,Active
180 picholine way,Chico,Butte-County,Ca,95928,509000.0,14,47.0,3.0,2.0,1808.0,Single family residence,1990.0,Active
14431 vine st,Magalia,Butte-County,Ca,95954,219000.0,20,23.0,2.0,2.0,1092.0,Single family residence,1989.0,Active
17167 natchez creek rd,Bangor,Butte-County,Ca,95914,325000.0,0,3.0,2.0,2.0,1070.0,Single family residence,1984.0,Active
1550 gate ln,Paradise,Butte-County,Ca,95969,429900.0,18,36.0,3.0,2.0,1550.0,Single family residence,2022.0,Active
17 ceres cir,Chico,Butte-County,Ca,95926,439000.0,52,57.0,3.0,1.5,1440.0,Single family residence,1955.0,Active
37 westwood way,Oroville,Butte-County,Ca,95966,270000.0,5,16.0,3.0,1.0,1012.0,Single family residence,1964.0,Active
381 e 5th ave #1/2,Chico,Butte-County,Ca,95926,540000.0,78,75.0,5.0,3.0,1772.0,Triplex,1948.0,Active
2858 daly ave,Oroville,Butte-County,Ca,95966,459794.0,0,24.0,3.0,3.0,3033.0,Multi-family (2-4 unit),1961.0,Active
777 dunstone dr,Oroville,Butte-County,Ca,95966,510000.0,0,3.0,3.0,2.0,2000.0,Single family residential,2004.0,Active
6081 maxwood dr,Paradise,Butte-County,Ca,95969,434900.0,10,27.0,3.0,2.0,1550.0,Single family residence,2022.0,Active
2751 monterey st,Chico,Butte-County,Ca,95973,369000.0,61,73.0,4.0,1.5,1241.0,Single family residence,1954.0,Active
1996 bancroft dr,Chico,Butte-County,Ca,95928,465000.0,4,46.0,3.0,2.0,1411.0,Single family residence,2008.0,Active
1071 la mesa dr,Chico,Butte-County,Ca,95973,379000.0,51,56.0,3.0,1.0,1008.0,Single family residence,1963.0,Active
3204 orange ave,Oroville,Butte-County,Ca,95966,379500.0,46,30.0,3.0,1.0,1937.0,Single family residence,1920.0,Active
110 robert lee pl,Chico,Butte-County,Ca,95926,299000.0,60,70.0,2.0,1.0,865.0,Single family residence,1970.0,Active
2475 oro bangor hwy,Oroville,Butte-County,Ca,95966,77000.0,36,52.0,2.0,1.0,1128.0,Single family residence,1950.0,Active
14652 wood dr,Magalia,Butte-County,Ca,95954,225000.0,14,17.0,2.0,2.0,1404.0,Manufactured on land,2006.0,Active
14525 asheville dr,Magalia,Butte-County,Ca,95954,329900.0,0,1.0,2.0,2.0,1292.0,Single family residence,1992.0,Active
91 flying cloud dr,Oroville,Butte-County,Ca,95965,325000.0,26,31.0,3.0,2.5,1175.0,Single family residence,1979.0,Active
2610 oro quincy,Oroville,Butte-County,Ca,95966,199000.0,4,2.0,2.0,1.0,986.0,Single family residence,1926.0,Active
14258 skyway,Magalia,Butte-County,Ca,95954,324800.0,26,23.0,4.0,2.0,1782.0,Manufactured on land,2023.0,Active
1265 parque dr,Chico,Butte-County,Ca,95926,279500.0,50,59.0,3.0,1.5,1240.0,Condo,1981.0,Active
14 blossom hill rd,Oroville,Butte-County,Ca,95965,399000.0,1,16.0,3.0,1.0,1013.0,Single family residential,1927.0,Active
206 sunnybrook ln,Oroville,Butte-County,Ca,95965,225000.0,0,25.0,2.0,1.0,900.0,Manufactured on land,1979.0,Active
4965 tami ln,Paradise,Butte-County,Ca,95969,699990.0,6,1.0,4.0,4.0,3700.0,Single family residence,1995.0,Active
1201 bille rd,Paradise,Butte-County,Ca,95969,429900.0,27,34.0,3.0,2.0,1520.0,Single family residence,2022.0,Active
1716 hammon ave,Oroville,Butte-County,Ca,95966,330000.0,62,39.0,3.0,2.0,1546.0,Single family residence,1925.0,Active
455 silver leaf dr,Oroville,Butte-County,Ca,95966,239500.0,1,15.0,2.0,2.0,1440.0,Manufactured on land,1976.0,Active
6493 barat ct,Magalia,Butte-County,Ca,95954,285000.0,5,1.0,2.0,2.0,1250.0,Single family residence,1979.0,Active
22 roble vista ct,Chico,Butte-County,Ca,95926,985000.0,10,70.0,4.0,3.5,3442.0,Single family residence,1989.0,Active
5721 autrey ln,Oroville,Butte-County,Ca,95966,299000.0,11,38.0,3.0,1.5,1120.0,Single family residence,1973.0,Active
5945 yorkshire dr,Paradise,Butte-County,Ca,95969,589000.0,1,16.0,3.0,2.5,2020.0,Single family residence,2023.0,Active
6 executive ave,Oroville,Butte-County,Ca,95966,349000.0,1,13.0,3.0,2.0,1684.0,Single family residence,1990.0,Active
1622 paradisewood,Paradise,Butte-County,Ca,95969,419000.0,18,24.0,3.0,2.0,1507.0,Single family residence,2022.0,Active
8 woodminster ct,Chico,Butte-County,Ca,95926,431000.0,38,81.0,3.0,2.0,1385.0,Single family residence,1979.0,Active
136 parham rd,Palermo,Butte-County,Ca,95968,395000.0,0,0.0,3.0,2.0,1675.0,Single family residence,2022.0,Active
6422 grove ct,Magalia,Butte-County,Ca,95954,149000.0,11,10.0,2.0,2.0,1344.0,Manufactured on land,1989.0,Active
2601 pinecrest rd,Oroville,Butte-County,Ca,95966,235000.0,1,11.0,1.0,1.0,672.0,Single family residence,1931.0,Active
2368 brown st,Durham,Butte-County,Ca,95938,355000.0,35,41.0,2.0,1.0,832.0,Single family residence,1948.0,Active
4891 schott rd,Forest ranch,Butte-County,Ca,95942,240000.0,3,1.0,1.0,1.0,667.0,Single family residence,1939.0,Active
6563 rocky ln,Paradise,Butte-County,Ca,95969,298000.0,15,45.0,2.0,2.0,1120.0,Single family residence,2022.0,Active
5333 filbert st,Paradise,Butte-County,Ca,95969,339500.0,9,6.0,3.0,1.5,1144.0,Single family residence,2023.0,Active
1759 stark ln,Paradise,Butte-County,Ca,95969,475000.0,14,28.0,2.0,2.0,1902.0,Single family residence,2024.0,Active
731 colusa ave,Oroville,Butte-County,Ca,95965,297000.0,20,43.0,2.0,2.0,865.0,Manufactured on land,2022.0,Active
